; charset=UTF-8
# IOO (BOM) : oui
# FDL (EOL) : Unix
#
# Udescripteurs.txt
# v10
# d27
# 2024-10-04T0722+0200
#
# Mise à jour grâce aux informations d’Alain LaBonté, 2022-04-23–2022-05-08
# Approbation a priori des noms en CAPITALE/MINUSCULE LATINE A/OE/X, 2022-05-08T1954-0400
#
# Ajout du préfixe `U` pour la compatibilité avec XKB, 2023-01-01
# Ajout des caractères pour faciliter la révision, 2023-01-01
#
# Remplacement de `Z` par `N` pour non bidi-réfléxible, 2023-01-29T1958+0100
#
# La liste Udescripteurs.txt est dérivée du standard Unicode™
# et de la version française de son image ISO/IEC 10646.
#
# Sont repris inchangés environ 49 % des noms de la version 10 de
# la liste française officielle révisée du 2017-08-08, 16:47:50 TUC
# téléchargée depuis :
# http://hapax.qc.ca/ListeNoms-10.0.0.txt
# et tenue à disposition à :
# http://dispoclavier.com/iso/src/v10/2017-08-08/ListeNoms-10.0.0.txt
#
# RÉSERVES :
# Le jeu de caractères universel est géré conjointement par Unicode et ISO/IEC JTC1 SC2 WG2
# qui le publie sous le numéro ISO/IEC 10646. Seule cette norme avait une version française.
# Aucune adaptation française n’est endossée par le Consortium Unicode®.
# L’original anglais : Copyright © 1991-2017 Unicode®, Inc.
# Unicode™ est une marque d’Unicode®, Inc.
# Avant toute distribution, consulter les modalités d’utilisation d’Unicode® :
# http://www.unicode.org/terms_of_use.html
#
# Cette liste est extraite d’une adaptation française complète de la NamesList (source
# originale d’Unicode pour la production des tables de caractères) qui se trouve à :
# http://unicode.org/Public/10.0.0/ucd/NamesList.txt
# La liste de tous les noms de caractères Unicode est consultable à :
# http://unicode.org/Public/10.0.0/ucd/extracted/DerivedName.txt
#
# Le fichier maître dont est dérivée la liste ci-dessous, contient aussi un certain nombre
# de commentaires. Ce fichier, nommé « docuDispos », se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/docuDispos-10.0d20.txt
#
# Les principaux changements sont énumérés dans le change-log qui se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/changeLog.txt
#
# ============================================================================
#
# Légende des catégories générales d’Unicode selon TUS 10.0.0, §04.5, p. 175 (p. 211 du PDF tout-en-un ; « TUS » = The Unicode Standard) :
#
#   Lu = Letter, uppercase ; Lettre capitale
#   Ll = Letter, lowercase ; Lettre minuscule
#   Lt = Letter, titlecase ; Lettre en casse de titre
#   Lm = Letter, modifier ; Lettre modificative
#   Lo = Letter, other ; Lettre autre
#
#   Mn = Mark, nonspacing ; Caractère combinant sans chasse
#   Mc = Mark, spacing combining ; Caractère combinant espaçant
#   Me = Mark, enclosing ; Caractère combinant entourant
#
#   Nd = Number, decimal digit ; Nombre : chiffre décimal
#   Nl = Number, letter ; Nombre : lettre
#   No = Number, other ; Nombre autre
#
#   Pc = Punctuation, connector ; Ponctuation joignante
#   Pd = Punctuation, dash ; Ponctuation tiret
#   Ps = Punctuation, open ; Ponctuation ouvrante
#   Pe = Punctuation, close ; Ponctuation fermante
#   Pi = Punctuation, initial quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet A (peut servir de Ps ou Pe selon l’usage)
#   Pf = Punctuation, final quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet B (peut servir de Ps ou Pe selon l’usage)
#   Po = Punctuation, other ; Ponctuation autre
#
#   Sm = Symbol, math ; Symbole mathématique
#   Sc = Symbol, currency ; Symbole monétaire
#   Sk = Symbol, modifier ; Symbole modificatif
#   So = Symbol, other ; Symbole autre
#
#   Zs = Separator, space ; Séparateur : espace
#   Zl = Separator, line ; Séparateur de ligne
#   Zp = Separator, paragraph ; Séparateur de paragraphe
#
#   Cc = Other, control ; Autre : commande
#   Cf = Other, format ; Autre : formatage
#   Cs = Other, surrogate ; Autre : demi-codet
#   Co = Other, private use ; Autre : usage privé
#   Cn = Other, not assigned (including noncharacters) ; Autre : non assigné (inclut les non-caractères)
#
#
# Légende des types de bidiréflexibilité :
#
#   A = par permutation de glyphes, proprement
#   B = par permutation de glyphes, approximativment (publication nécessite glyphe droite-à-gauche)
#   P = par glyphe droite-à-gauche dédié (souvent indisponible)
#   W = par remplacement de caractère, concerne les symboles mathématiques fléchés (pas encore définis)
#   N = non bidiréflexible
#
#
# Le fichier fournissant la catégorie générale et la réflexibilité de chaque caractère :
# http://unicode.org/Public/10.0.0/ucd/UnicodeData.txt
# La liste informative de tous les caractères réflexibles et de leur mode de réflexion :
# http://unicode.org/Public/10.0.0/ucd/BidiMirroring.txt
# La liste normative des ponctuations réflexibles d’Unicode :
# http://unicode.org/Public/10.0.0/ucd/BidiBrackets.txt
#
# Nombre de points de code listés : 31 696
# Soit 31 588 caractères à nom particulier, 66 non-caractères et 42 points réservés.
# Unicode 10.0.0 contient 136 690 caractères codés, dont 105 102 à nom générique.
#
# Format :
# Pour 11 caractères et les non-caractères :
# UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom
# Pour les autres caractères :
# "caractère" UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom

"𐇞" U101DE; So; N; SIGNE DISQUE-DE-PHAÏSTOS PIOLET
"𐇟" U101DF; So; N; SIGNE DISQUE-DE-PHAÏSTOS SCIE
"𐇠" U101E0; So; N; SIGNE DISQUE-DE-PHAÏSTOS COUVERCLE
"𐇡" U101E1; So; N; SIGNE DISQUE-DE-PHAÏSTOS ÉQUERRE
"𐇢" U101E2; So; N; SIGNE DISQUE-DE-PHAÏSTOS RABOT
"𐇣" U101E3; So; N; SIGNE DISQUE-DE-PHAÏSTOS TRITON
"𐇤" U101E4; So; N; SIGNE DISQUE-DE-PHAÏSTOS PEIGNE
"𐇥" U101E5; So; N; SIGNE DISQUE-DE-PHAÏSTOS FRONDE
"𐇦" U101E6; So; N; SIGNE DISQUE-DE-PHAÏSTOS COLONNE À CHAPITEAU
"𐇧" U101E7; So; N; SIGNE DISQUE-DE-PHAÏSTOS RUCHE
"𐇨" U101E8; So; N; SIGNE DISQUE-DE-PHAÏSTOS NEF
"𐇩" U101E9; So; N; SIGNE DISQUE-DE-PHAÏSTOS CORNE
"𐇪" U101EA; So; N; SIGNE DISQUE-DE-PHAÏSTOS PEAU D’ANIMAL
"𐇫" U101EB; So; N; SIGNE DISQUE-DE-PHAÏSTOS PATTE DE TAUREAU
"𐇬" U101EC; So; N; SIGNE DISQUE-DE-PHAÏSTOS CHATTE
"𐇭" U101ED; So; N; SIGNE DISQUE-DE-PHAÏSTOS BÉLIER
"𐇮" U101EE; So; N; SIGNE DISQUE-DE-PHAÏSTOS RAPACE
"𐇯" U101EF; So; N; SIGNE DISQUE-DE-PHAÏSTOS PIGEON
"𐇰" U101F0; So; N; SIGNE DISQUE-DE-PHAÏSTOS POISSON
"𐇱" U101F1; So; N; SIGNE DISQUE-DE-PHAÏSTOS ABEILLE
"𐇲" U101F2; So; N; SIGNE DISQUE-DE-PHAÏSTOS PLATANE
"𐇳" U101F3; So; N; SIGNE DISQUE-DE-PHAÏSTOS PIED DE VIGNE
"𐇴" U101F4; So; N; SIGNE DISQUE-DE-PHAÏSTOS PAPYRUS
"𐇵" U101F5; So; N; SIGNE DISQUE-DE-PHAÏSTOS ROSETTE
"𐇶" U101F6; So; N; SIGNE DISQUE-DE-PHAÏSTOS LYS
"𐇷" U101F7; So; N; SIGNE DISQUE-DE-PHAÏSTOS CUL DE BŒUF
"𐇸" U101F8; So; N; SIGNE DISQUE-DE-PHAÏSTOS FLÛTE
"𐇹" U101F9; So; N; SIGNE DISQUE-DE-PHAÏSTOS RÂPE
"𐇺" U101FA; So; N; SIGNE DISQUE-DE-PHAÏSTOS PASSOIRE
"𐇻" U101FB; So; N; SIGNE DISQUE-DE-PHAÏSTOS TRANCHET
"𐇼" U101FC; So; N; SIGNE DISQUE-DE-PHAÏSTOS EAU QUI COULE
"𐇽" U101FD; Mn; N; DIACRITIQUE DISQUE-DE-PHAÏSTOS OBLIQUE SOUSCRITE
"𐊀" U10280; Lo; N; LETTRE LYCIENNE A
"𐊁" U10281; Lo; N; LETTRE LYCIENNE E
"𐊂" U10282; Lo; N; LETTRE LYCIENNE B
"𐊃" U10283; Lo; N; LETTRE LYCIENNE BH
"𐊄" U10284; Lo; N; LETTRE LYCIENNE G
"𐊅" U10285; Lo; N; LETTRE LYCIENNE D
"𐊆" U10286; Lo; N; LETTRE LYCIENNE I
"𐊇" U10287; Lo; N; LETTRE LYCIENNE W
"𐊈" U10288; Lo; N; LETTRE LYCIENNE Z
"𐊉" U10289; Lo; N; LETTRE LYCIENNE TH
"𐊊" U1028A; Lo; N; LETTRE LYCIENNE Y
"𐊋" U1028B; Lo; N; LETTRE LYCIENNE K
"𐊌" U1028C; Lo; N; LETTRE LYCIENNE Q
"𐊍" U1028D; Lo; N; LETTRE LYCIENNE L
"𐊎" U1028E; Lo; N; LETTRE LYCIENNE M
"𐊏" U1028F; Lo; N; LETTRE LYCIENNE N
"𐊐" U10290; Lo; N; LETTRE LYCIENNE MM
"𐊑" U10291; Lo; N; LETTRE LYCIENNE NN
"𐊒" U10292; Lo; N; LETTRE LYCIENNE U
"𐊓" U10293; Lo; N; LETTRE LYCIENNE P
"𐊔" U10294; Lo; N; LETTRE LYCIENNE KK
"𐊕" U10295; Lo; N; LETTRE LYCIENNE R
"𐊖" U10296; Lo; N; LETTRE LYCIENNE S
"𐊗" U10297; Lo; N; LETTRE LYCIENNE T
"𐊘" U10298; Lo; N; LETTRE LYCIENNE TT
"𐊙" U10299; Lo; N; LETTRE LYCIENNE AN
"𐊚" U1029A; Lo; N; LETTRE LYCIENNE EN
"𐊛" U1029B; Lo; N; LETTRE LYCIENNE H
"𐊜" U1029C; Lo; N; LETTRE LYCIENNE KH
"𐊠" U102A0; Lo; N; LETTRE CARIENNE A
"𐊡" U102A1; Lo; N; LETTRE CARIENNE P2
"𐊢" U102A2; Lo; N; LETTRE CARIENNE D
"𐊣" U102A3; Lo; N; LETTRE CARIENNE L
"𐊤" U102A4; Lo; N; LETTRE CARIENNE UUU
"𐊥" U102A5; Lo; N; LETTRE CARIENNE R
"𐊦" U102A6; Lo; N; LETTRE CARIENNE LD
"𐊧" U102A7; Lo; N; LETTRE CARIENNE A2
"𐊨" U102A8; Lo; N; LETTRE CARIENNE Q
"𐊩" U102A9; Lo; N; LETTRE CARIENNE B
"𐊪" U102AA; Lo; N; LETTRE CARIENNE M
"𐊫" U102AB; Lo; N; LETTRE CARIENNE O
"𐊬" U102AC; Lo; N; LETTRE CARIENNE D2
"𐊭" U102AD; Lo; N; LETTRE CARIENNE T
"𐊮" U102AE; Lo; N; LETTRE CARIENNE CH
"𐊯" U102AF; Lo; N; LETTRE CARIENNE CH2
"𐊰" U102B0; Lo; N; LETTRE CARIENNE S
"𐊱" U102B1; Lo; N; LETTRE CARIENNE C-18
"𐊲" U102B2; Lo; N; LETTRE CARIENNE U
"𐊳" U102B3; Lo; N; LETTRE CARIENNE Ñ
"𐊴" U102B4; Lo; N; LETTRE CARIENNE KH
"𐊵" U102B5; Lo; N; LETTRE CARIENNE N
"𐊶" U102B6; Lo; N; LETTRE CARIENNE TT2
"𐊷" U102B7; Lo; N; LETTRE CARIENNE P
"𐊸" U102B8; Lo; N; LETTRE CARIENNE SS
"𐊹" U102B9; Lo; N; LETTRE CARIENNE I
"𐊺" U102BA; Lo; N; LETTRE CARIENNE E
"𐊻" U102BB; Lo; N; LETTRE CARIENNE UUUU
"𐊼" U102BC; Lo; N; LETTRE CARIENNE K
"𐊽" U102BD; Lo; N; LETTRE CARIENNE K2
"𐊾" U102BE; Lo; N; LETTRE CARIENNE ND
"𐊿" U102BF; Lo; N; LETTRE CARIENNE UU
"𐋀" U102C0; Lo; N; LETTRE CARIENNE G
"𐋁" U102C1; Lo; N; LETTRE CARIENNE G2
"𐋂" U102C2; Lo; N; LETTRE CARIENNE ST
"𐋃" U102C3; Lo; N; LETTRE CARIENNE ST2
"𐋄" U102C4; Lo; N; LETTRE CARIENNE NG
"𐋅" U102C5; Lo; N; LETTRE CARIENNE II
"𐋆" U102C6; Lo; N; LETTRE CARIENNE C-39
"𐋇" U102C7; Lo; N; LETTRE CARIENNE TT
"𐋈" U102C8; Lo; N; LETTRE CARIENNE UUU2
"𐋉" U102C9; Lo; N; LETTRE CARIENNE RR
"𐋊" U102CA; Lo; N; LETTRE CARIENNE MB
"𐋋" U102CB; Lo; N; LETTRE CARIENNE MB2
"𐋌" U102CC; Lo; N; LETTRE CARIENNE MB3
"𐋍" U102CD; Lo; N; LETTRE CARIENNE MB4
"𐋎" U102CE; Lo; N; LETTRE CARIENNE LD2
"𐋏" U102CF; Lo; N; LETTRE CARIENNE E2
"𐋐" U102D0; Lo; N; LETTRE CARIENNE UUU3
"𐋠" U102E0; Mn; N; SIGNE ÉPACTE COPTE MILLIERS
"𐋡" U102E1; No; N; CHIFFRE ÉPACTE COPTE UN
"𐋢" U102E2; No; N; CHIFFRE ÉPACTE COPTE DEUX
"𐋣" U102E3; No; N; CHIFFRE ÉPACTE COPTE TROIS
"𐋤" U102E4; No; N; CHIFFRE ÉPACTE COPTE QUATRE
"𐋥" U102E5; No; N; CHIFFRE ÉPACTE COPTE CINQ
"𐋦" U102E6; No; N; CHIFFRE ÉPACTE COPTE SIX
"𐋧" U102E7; No; N; CHIFFRE ÉPACTE COPTE SEPT
"𐋨" U102E8; No; N; CHIFFRE ÉPACTE COPTE HUIT
"𐋩" U102E9; No; N; CHIFFRE ÉPACTE COPTE NEUF
"𐋪" U102EA; No; N; NOMBRE ÉPACTE COPTE DIX
"𐋫" U102EB; No; N; NOMBRE ÉPACTE COPTE VINGT
"𐋬" U102EC; No; N; NOMBRE ÉPACTE COPTE TRENTE
"𐋭" U102ED; No; N; NOMBRE ÉPACTE COPTE QUARANTE
"𐋮" U102EE; No; N; NOMBRE ÉPACTE COPTE CINQUANTE
"𐋯" U102EF; No; N; NOMBRE ÉPACTE COPTE SOIXANTE
"𐋰" U102F0; No; N; NOMBRE ÉPACTE COPTE SOIXANTE-DIX
"𐋱" U102F1; No; N; NOMBRE ÉPACTE COPTE QUATRE-VINGTS
"𐋲" U102F2; No; N; NOMBRE ÉPACTE COPTE QUATRE-VINGT-DIX
"𐋳" U102F3; No; N; NOMBRE ÉPACTE COPTE CENT
"𐋴" U102F4; No; N; NOMBRE ÉPACTE COPTE DEUX-CENTS
"𐋵" U102F5; No; N; NOMBRE ÉPACTE COPTE TROIS-CENTS
"𐋶" U102F6; No; N; NOMBRE ÉPACTE COPTE QUATRE-CENTS
"𐋷" U102F7; No; N; NOMBRE ÉPACTE COPTE CINQ-CENTS
"𐋸" U102F8; No; N; NOMBRE ÉPACTE COPTE SIX-CENTS
"𐋹" U102F9; No; N; NOMBRE ÉPACTE COPTE SEPT-CENTS
"𐋺" U102FA; No; N; NOMBRE ÉPACTE COPTE HUIT-CENTS
"𐋻" U102FB; No; N; NOMBRE ÉPACTE COPTE NEUF-CENTS
"𐌀" U10300; Lo; N; LETTRE VIEIL-ITALIQUE A
"𐌁" U10301; Lo; N; LETTRE VIEIL-ITALIQUE BÉ
"𐌂" U10302; Lo; N; LETTRE VIEIL-ITALIQUE KÉ
"𐌃" U10303; Lo; N; LETTRE VIEIL-ITALIQUE DÉ
"𐌄" U10304; Lo; N; LETTRE VIEIL-ITALIQUE É
"𐌅" U10305; Lo; N; LETTRE VIEIL-ITALIQUE VÉ
"𐌆" U10306; Lo; N; LETTRE VIEIL-ITALIQUE ZÉ
"𐌇" U10307; Lo; N; LETTRE VIEIL-ITALIQUE HÉ
"𐌈" U10308; Lo; N; LETTRE VIEIL-ITALIQUE THÉ
"𐌉" U10309; Lo; N; LETTRE VIEIL-ITALIQUE I
"𐌊" U1030A; Lo; N; LETTRE VIEIL-ITALIQUE KA
"𐌋" U1030B; Lo; N; LETTRE VIEIL-ITALIQUE ELLE
"𐌌" U1030C; Lo; N; LETTRE VIEIL-ITALIQUE EMME
"𐌍" U1030D; Lo; N; LETTRE VIEIL-ITALIQUE ENNE
"𐌎" U1030E; Lo; N; LETTRE VIEIL-ITALIQUE ECH
"𐌏" U1030F; Lo; N; LETTRE VIEIL-ITALIQUE O
"𐌐" U10310; Lo; N; LETTRE VIEIL-ITALIQUE PÉ
"𐌑" U10311; Lo; N; LETTRE VIEIL-ITALIQUE CHÉ
"𐌒" U10312; Lo; N; LETTRE VIEIL-ITALIQUE KU
"𐌓" U10313; Lo; N; LETTRE VIEIL-ITALIQUE ERRE
"𐌔" U10314; Lo; N; LETTRE VIEIL-ITALIQUE ESSE
"𐌕" U10315; Lo; N; LETTRE VIEIL-ITALIQUE TÉ
"𐌖" U10316; Lo; N; LETTRE VIEIL-ITALIQUE U
"𐌗" U10317; Lo; N; LETTRE VIEIL-ITALIQUE IKS
"𐌘" U10318; Lo; N; LETTRE VIEIL-ITALIQUE PHÉ
"𐌙" U10319; Lo; N; LETTRE VIEIL-ITALIQUE KHÉ
"𐌚" U1031A; Lo; N; LETTRE VIEIL-ITALIQUE EFFE
"𐌛" U1031B; Lo; N; LETTRE VIEIL-ITALIQUE ERSE
"𐌜" U1031C; Lo; N; LETTRE VIEIL-ITALIQUE ÇÉ
"𐌝" U1031D; Lo; N; LETTRE VIEIL-ITALIQUE Í
"𐌞" U1031E; Lo; N; LETTRE VIEIL-ITALIQUE Ú
"𐌟" U1031F; Lo; N; LETTRE VIEIL-ITALIQUE ESSE DUR
"𐌠" U10320; No; N; NOMBRE VIEIL-ITALIQUE UN
"𐌡" U10321; No; N; NOMBRE VIEIL-ITALIQUE CINQ
"𐌢" U10322; No; N; NOMBRE VIEIL-ITALIQUE DIX
"𐌣" U10323; No; N; NOMBRE VIEIL-ITALIQUE CINQUANTE
"𐌭" U1032D; Lo; N; LETTRE VIEIL-ITALIQUE YE
"𐌮" U1032E; Lo; N; LETTRE VIEIL-ITALIQUE TSE DU NORD
"𐌯" U1032F; Lo; N; LETTRE VIEIL-ITALIQUE TSE DU SUD
"𐌰" U10330; Lo; N; LETTRE GOTIQUE AHSA
"𐌱" U10331; Lo; N; LETTRE GOTIQUE BAÏRKAN
"𐌲" U10332; Lo; N; LETTRE GOTIQUE GIBA
"𐌳" U10333; Lo; N; LETTRE GOTIQUE DAGS
"𐌴" U10334; Lo; N; LETTRE GOTIQUE AÏHWS
"𐌵" U10335; Lo; N; LETTRE GOTIQUE QAÏRTHRA
"𐌶" U10336; Lo; N; LETTRE GOTIQUE
"𐌷" U10337; Lo; N; LETTRE GOTIQUE HAGL
"𐌸" U10338; Lo; N; LETTRE GOTIQUE THIOUTH
"𐌹" U10339; Lo; N; LETTRE GOTIQUE EIS
"𐌺" U1033A; Lo; N; LETTRE GOTIQUE KUSMA
"𐌻" U1033B; Lo; N; LETTRE GOTIQUE LAGUS
"𐌼" U1033C; Lo; N; LETTRE GOTIQUE MANNA
"𐌽" U1033D; Lo; N; LETTRE GOTIQUE NAOUTHS
"𐌾" U1033E; Lo; N; LETTRE GOTIQUE JER
"𐌿" U1033F; Lo; N; LETTRE GOTIQUE OUROUS
"𐍀" U10340; Lo; N; LETTRE GOTIQUE PAÏRTHRA
"𐍁" U10341; Nl; N; LETTRE GOTIQUE NONANTE
"𐍂" U10342; Lo; N; LETTRE GOTIQUE RAÏDA
"𐍃" U10343; Lo; N; LETTRE GOTIQUE SAOUIL
"𐍄" U10344; Lo; N; LETTRE GOTIQUE TEIWS
"𐍅" U10345; Lo; N; LETTRE GOTIQUE WINJA
"𐍆" U10346; Lo; N; LETTRE GOTIQUE FAÏHOU
"𐍇" U10347; Lo; N; LETTRE GOTIQUE IGGWS
"𐍈" U10348; Lo; N; LETTRE GOTIQUE HWAÏR
"𐍉" U10349; Lo; N; LETTRE GOTIQUE ÔTHAL
"𐍊" U1034A; Nl; N; LETTRE GOTIQUE NEUF-CENTS
"𐍐" U10350; Lo; N; LETTRE PERMIENNE AN
"𐍑" U10351; Lo; N; LETTRE PERMIENNE BOUR
"𐍒" U10352; Lo; N; LETTRE PERMIENNE GAÏ
"𐍓" U10353; Lo; N; LETTRE PERMIENNE DOÏ
"𐍔" U10354; Lo; N; LETTRE PERMIENNE È
"𐍕" U10355; Lo; N; LETTRE PERMIENNE JOÏ
"𐍖" U10356; Lo; N; LETTRE PERMIENNE DJOÏ
"𐍗" U10357; Lo; N; LETTRE PERMIENNE ZATA
"𐍘" U10358; Lo; N; LETTRE PERMIENNE DZITA
"𐍙" U10359; Lo; N; LETTRE PERMIENNE I
"𐍚" U1035A; Lo; N; LETTRE PERMIENNE KOKÈ
"𐍛" U1035B; Lo; N; LETTRE PERMIENNE LÈÏ
"𐍜" U1035C; Lo; N; LETTRE PERMIENNE MÈNEU
"𐍝" U1035D; Lo; N; LETTRE PERMIENNE NÈNEU
"𐍞" U1035E; Lo; N; LETTRE PERMIENNE VÔÏ
"𐍟" U1035F; Lo; N; LETTRE PERMIENNE PÊÏ
"𐍠" U10360; Lo; N; LETTRE PERMIENNE RÊÏ
"𐍡" U10361; Lo; N; LETTRE PERMIENNE SIÏ
"𐍢" U10362; Lo; N; LETTRE PERMIENNE TAÏ
"𐍣" U10363; Lo; N; LETTRE PERMIENNE OU
"𐍤" U10364; Lo; N; LETTRE PERMIENNE TCHÈRÎ
"𐍥" U10365; Lo; N; LETTRE PERMIENNE CHÔI
"𐍦" U10366; Lo; N; LETTRE PERMIENNE CHCHÔI
"𐍧" U10367; Lo; N; LETTRE PERMIENNE YRY
"𐍨" U10368; Lo; N; LETTRE PERMIENNE YÉROU
"𐍩" U10369; Lo; N; LETTRE PERMIENNE O
"𐍪" U1036A; Lo; N; LETTRE PERMIENNE Ô
"𐍫" U1036B; Lo; N; LETTRE PERMIENNE EF
"𐍬" U1036C; Lo; N; LETTRE PERMIENNE HA
"𐍭" U1036D; Lo; N; LETTRE PERMIENNE TSIOU
"𐍮" U1036E; Lo; N; LETTRE PERMIENNE VÈK
"𐍯" U1036F; Lo; N; LETTRE PERMIENNE YÉR
"𐍰" U10370; Lo; N; LETTRE PERMIENNE YÉRI
"𐍱" U10371; Lo; N; LETTRE PERMIENNE IÈ
"𐍲" U10372; Lo; N; LETTRE PERMIENNE IE
"𐍳" U10373; Lo; N; LETTRE PERMIENNE YOU
"𐍴" U10374; Lo; N; LETTRE PERMIENNE YA
"𐍵" U10375; Lo; N; LETTRE PERMIENNE IA
"𐍶" U10376; Mn; N; LETTRE DIACRITIQUE PERMIENNE AN
"𐍷" U10377; Mn; N; LETTRE DIACRITIQUE PERMIENNE DOÏ
"𐍸" U10378; Mn; N; LETTRE DIACRITIQUE PERMIENNE ZATA
"𐍹" U10379; Mn; N; LETTRE DIACRITIQUE PERMIENNE NÈNEU
"𐍺" U1037A; Mn; N; LETTRE DIACRITIQUE PERMIENNE SIÏ
"𐎀" U10380; Lo; N; LETTRE OUGARITIQUE ALPA
"𐎁" U10381; Lo; N; LETTRE OUGARITIQUE BÊTA
"𐎂" U10382; Lo; N; LETTRE OUGARITIQUE GAMLA
"𐎃" U10383; Lo; N; LETTRE OUGARITIQUE KHA
"𐎄" U10384; Lo; N; LETTRE OUGARITIQUE DELTA
"𐎅" U10385; Lo; N; LETTRE OUGARITIQUE HO
"𐎆" U10386; Lo; N; LETTRE OUGARITIQUE WO
"𐎇" U10387; Lo; N; LETTRE OUGARITIQUE DZÊTA
"𐎈" U10388; Lo; N; LETTRE OUGARITIQUE HOTA
"𐎉" U10389; Lo; N; LETTRE OUGARITIQUE TÈT
"𐎊" U1038A; Lo; N; LETTRE OUGARITIQUE YOD
"𐎋" U1038B; Lo; N; LETTRE OUGARITIQUE KAF
"𐎌" U1038C; Lo; N; LETTRE OUGARITIQUE CHÎN
"𐎍" U1038D; Lo; N; LETTRE OUGARITIQUE LAMBDA
"𐎎" U1038E; Lo; N; LETTRE OUGARITIQUE MÉM
"𐎏" U1038F; Lo; N; LETTRE OUGARITIQUE DHAL
"𐎐" U10390; Lo; N; LETTRE OUGARITIQUE NOÛN
"𐎑" U10391; Lo; N; LETTRE OUGARITIQUE ZOU
"𐎒" U10392; Lo; N; LETTRE OUGARITIQUE SAMKA
"𐎓" U10393; Lo; N; LETTRE OUGARITIQUE ‘AÏN
"𐎔" U10394; Lo; N; LETTRE OUGARITIQUE POU
"𐎕" U10395; Lo; N; LETTRE OUGARITIQUE ÇADÉ
"𐎖" U10396; Lo; N; LETTRE OUGARITIQUE QOPA
"𐎗" U10397; Lo; N; LETTRE OUGARITIQUE RACHA
"𐎘" U10398; Lo; N; LETTRE OUGARITIQUE THANNA
"𐎙" U10399; Lo; N; LETTRE OUGARITIQUE GHAÏN
"𐎚" U1039A; Lo; N; LETTRE OUGARITIQUE TO
"𐎛" U1039B; Lo; N; LETTRE OUGARITIQUE I
"𐎜" U1039C; Lo; N; LETTRE OUGARITIQUE OU
"𐎝" U1039D; Lo; N; LETTRE OUGARITIQUE SSOU
"𐎟" U1039F; Po; N; SÉPARATEUR DE MOTS OUGARITIQUE
"𐎠" U103A0; Lo; N; SIGNE VIEUX-PERSE A
"𐎡" U103A1; Lo; N; SIGNE VIEUX-PERSE I
"𐎢" U103A2; Lo; N; SIGNE VIEUX-PERSE U
"𐎣" U103A3; Lo; N; SIGNE VIEUX-PERSE KA
"𐎤" U103A4; Lo; N; SIGNE VIEUX-PERSE KU
"𐎥" U103A5; Lo; N; SIGNE VIEUX-PERSE GA
"𐎦" U103A6; Lo; N; SIGNE VIEUX-PERSE GU
"𐎧" U103A7; Lo; N; SIGNE VIEUX-PERSE XA
"𐎨" U103A8; Lo; N; SIGNE VIEUX-PERSE TCHA
"𐎩" U103A9; Lo; N; SIGNE VIEUX-PERSE JA
"𐎪" U103AA; Lo; N; SIGNE VIEUX-PERSE JI
"𐎫" U103AB; Lo; N; SIGNE VIEUX-PERSE TA
"𐎬" U103AC; Lo; N; SIGNE VIEUX-PERSE TU
"𐎭" U103AD; Lo; N; SIGNE VIEUX-PERSE DA
"𐎮" U103AE; Lo; N; SIGNE VIEUX-PERSE DI
"𐎯" U103AF; Lo; N; SIGNE VIEUX-PERSE DU
"𐎰" U103B0; Lo; N; SIGNE VIEUX-PERSE THA
"𐎱" U103B1; Lo; N; SIGNE VIEUX-PERSE PA
"𐎲" U103B2; Lo; N; SIGNE VIEUX-PERSE BA
"𐎳" U103B3; Lo; N; SIGNE VIEUX-PERSE FA
"𐎴" U103B4; Lo; N; SIGNE VIEUX-PERSE NA
"𐎵" U103B5; Lo; N; SIGNE VIEUX-PERSE NU
"𐎶" U103B6; Lo; N; SIGNE VIEUX-PERSE MA
"𐎷" U103B7; Lo; N; SIGNE VIEUX-PERSE MI
"𐎸" U103B8; Lo; N; SIGNE VIEUX-PERSE MU
"𐎹" U103B9; Lo; N; SIGNE VIEUX-PERSE YA
"𐎺" U103BA; Lo; N; SIGNE VIEUX-PERSE VA
"𐎻" U103BB; Lo; N; SIGNE VIEUX-PERSE VI
"𐎼" U103BC; Lo; N; SIGNE VIEUX-PERSE RA
"𐎽" U103BD; Lo; N; SIGNE VIEUX-PERSE RU
"𐎾" U103BE; Lo; N; SIGNE VIEUX-PERSE LA
"𐎿" U103BF; Lo; N; SIGNE VIEUX-PERSE SA
"𐏀" U103C0; Lo; N; SIGNE VIEUX-PERSE ZA
"𐏁" U103C1; Lo; N; SIGNE VIEUX-PERSE CHA
"𐏂" U103C2; Lo; N; SIGNE VIEUX-PERSE ÇA
"𐏃" U103C3; Lo; N; SIGNE VIEUX-PERSE HA
"𐏈" U103C8; Lo; N; SIGNE VIEUX-PERSE AURAMAZDÂ
"𐏉" U103C9; Lo; N; SIGNE VIEUX-PERSE AURAMAZDÂ-2
"𐏊" U103CA; Lo; N; SIGNE VIEUX-PERSE AURAMAZDÂHA
